transaction_id,account_id,transaction_date,transaction_type,amount,merchant,channel,description
TXN0000273,1118,2025-08-24T06:05:09,PAYMENT,1283.37,Amazon,WIRE,Service fee
TXN0000274,1142,2026-03-06T12:12:33,FEE,-5.84,Costco,ATM,Monthly subscription
TXN0000275,1038,2025-12-29T07:30:15,TRANSFER,1022.22,Apple,WIRE,Direct deposit
TXN0000276,1146,2026-02-27T19:58:26,FEE,-22.53,Costco,ATM,Service fee
TXN0000277,1008,2025-09-21T07:24:35,TRANSFER,-258.39,Uber,BRANCH,Wire transfer
TXN0000278,1055,2025-05-14T12:32:49,FEE,-18.6,Walmart,MOBILE,Monthly subscription
TXN0000279,1113,2025-06-28T20:06:32,FEE,-6.12,Uber,MOBILE,Service fee
TXN0000280,1123,2025-06-24T15:36:23,INTEREST,4370.66,Starbucks,ONLINE,Card swipe
TXN0000281,1033,2026-03-31T20:36:55,WITHDRAWAL,-1454.65,Uber,WIRE,Monthly subscription
TXN0000282,1001,2026-04-03T14:27:53,TRANSFER,1297.01,Home Depot,ONLINE,Service fee
TXN0000283,1119,2025-08-29T08:31:55,DEPOSIT,524.48,Kroger,ONLINE,Recurring charge
TXN0000284,1079,2025-08-19T07:00:05,INTEREST,4461.76,Apple,ATM,Card swipe
TXN0000285,1081,2025-08-14T06:28:50,PAYMENT,513.37,Starbucks,ONLINE,Online purchase
TXN0000286,1143,2025-08-31T16:29:40,FEE,-9.61,Whole Foods,ATM,Direct deposit
TXN0000287,1072,2026-04-11T12:18:30,FEE,-16.02,Walmart,ATM,Card swipe
TXN0000288,1113,2025-05-19T14:17:02,DEPOSIT,659.07,Uber,ONLINE,Interest credit
TXN0000289,1013,2026-04-11T03:17:36,DEPOSIT,2138.06,Target,WIRE,Bill payment
TXN0000290,1091,2026-01-15T12:57:50,TRANSFER,-503.0,Shell,WIRE,Monthly subscription
TXN0000291,1119,2026-03-07T14:26:55,FEE,-10.93,,BRANCH,Monthly subscription
TXN0000292,1116,2025-10-29T17:48:19,TRANSFER,553.43,CVS,MOBILE,ATM cash out
TXN0000293,1036,2026-01-26T16:52:51,FEE,-16.61,Apple,ATM,Service fee
TXN0000294,1116,2025-11-01T21:21:38,PAYMENT,-1409.21,Uber,BRANCH,Direct deposit
TXN0000295,1072,2025-10-04T13:16:02,TRANSFER,313.32,Target,ONLINE,Service fee
TXN0000296,1142,2025-10-02T15:52:49,INTEREST,363.91,Starbucks,WIRE,Interest credit
TXN0000297,1061,2025-09-26T01:25:43,FEE,-15.97,Target,ONLINE,Service fee
TXN0000298,1053,2025-12-06T06:47:29,INTEREST,2958.94,Kroger,ATM,Card swipe
TXN0000299,1060,2026-01-31T11:28:16,WITHDRAWAL,-1331.97,Walmart,WIRE,Bill payment
TXN0000300,1029,2026-03-15T05:48:36,FEE,-31.82,Apple,BRANCH,Direct deposit
TXN0000301,1078,2025-12-17T14:54:04,PAYMENT,-1291.18,Walmart,BRANCH,Service fee
TXN0000302,1126,2025-06-22T22:47:52,INTEREST,3304.22,Walmart,WIRE,Online purchase
TXN0000303,1037,2025-12-25T01:32:54,INTEREST,754.59,Whole Foods,WIRE,Bill payment
TXN0000304,1050,2026-03-04T11:50:50,WITHDRAWAL,-1369.4,Apple,ATM,Interest credit
TXN0000305,1088,2025-10-03T23:23:34,DEPOSIT,2917.81,Costco,MOBILE,Wire transfer
TXN0000306,1015,2025-12-03T11:51:37,TRANSFER,1203.23,  AMAZON  ,ATM,Monthly subscription
TXN0000307,1072,2025-12-28T19:25:10,DEPOSIT,1183.85,CVS,ATM,Interest credit
TXN0000308,1103,2025-10-31T10:07:20,PAYMENT,-194.43,Shell,MOBILE,ATM cash out
TXN0000309,1142,2025-06-28T21:52:31,PAYMENT,1029.98,Apple,ATM,Direct deposit
TXN0000310,1034,2026-04-08T15:45:37,DEPOSIT,368.01,Amazon,BRANCH,Interest credit
TXN0000311,1034,2025-10-24T02:29:42,DEPOSIT,694.73,Kroger,WIRE,Interest credit
TXN0000312,1046,2025-09-26T09:48:03,PAYMENT,28.24,Whole Foods,ATM,ATM cash out
TXN0000313,1047,2026-02-07T20:36:23,PAYMENT,313.72,Costco,MOBILE,Card swipe
TXN0000314,1068,2025-05-14T16:55:39,PAYMENT,1279.69,Costco,WIRE,Bill payment
TXN0000315,1094,2026-02-07T13:49:18,DEPOSIT,2905.54,CVS,WIRE,Wire transfer
TXN0000316,1119,2025-12-22T22:16:12,FEE,-8.52,,ONLINE,ATM cash out
TXN0000317,1120,2026-01-01T02:23:49,INTEREST,3711.01,Home Depot,WIRE,Recurring charge
TXN0000318,1079,2025-05-04T04:30:30,FEE,-7.37,Apple,BRANCH,Bill payment
TXN0000319,1131,2026-03-05T23:58:46,PAYMENT,221.9,Apple,ATM,Wire transfer
TXN0000320,1042,2026-02-06T07:52:02,DEPOSIT,3478.31,Costco,WIRE,Wire transfer
TXN0000321,1015,2026-01-09T21:20:40,INTEREST,2371.07,Target,ATM,Recurring charge
TXN0000322,1006,2026-03-26T16:02:41,TRANSFER,-45.72,Target,ATM,Wire transfer
TXN0000323,1033,2025-08-07T19:00:03,FEE,-17.64,,ONLINE,Monthly subscription
TXN0000324,1044,2026-03-09T17:37:15,FEE,-38.25,Home Depot,MOBILE,Wire transfer
TXN0000325,1060,2025-09-10T03:34:29,PAYMENT,-957.57,Whole Foods,ONLINE,Direct deposit
TXN0000326,1039,2025-07-31T09:49:51,PAYMENT,758.28,Netflix,BRANCH,Direct deposit
TXN0000327,1053,2025-08-10T16:20:40,FEE,-38.05,Apple,ONLINE,Online purchase
TXN0000328,1042,2026-02-16T05:08:09,PAYMENT,-303.77,Starbucks,WIRE,ATM cash out
TXN0000329,1097,2025-11-22T00:04:44,INTEREST,3530.98,Uber,BRANCH,Online purchase
TXN0000330,1073,2026-01-20T04:52:06,PAYMENT,-353.99,Apple,ONLINE,Monthly subscription
TXN0000331,1136,2025-10-14T16:32:09,INTEREST,1775.6,,WIRE,Wire transfer
TXN0000332,1085,2025-12-12T20:55:21,TRANSFER,-698.74,Walmart,BRANCH,Bill payment
TXN0000333,1061,2025-09-08T00:51:26,INTEREST,3362.73,Kroger,MOBILE,Service fee
TXN0000334,1140,2025-05-26T09:21:29,DEPOSIT,3367.28,,ONLINE,Interest credit
TXN0000335,1025,2026-02-05T15:49:33,FEE,-9.68,Uber,ATM,Wire transfer
TXN0000336,1049,2025-12-16T17:46:22,DEPOSIT,128.27,Walmart,MOBILE,Recurring charge
TXN0000337,1031,2025-06-19T10:49:24,INTEREST,4789.4,Walmart,BRANCH,Recurring charge
TXN0000338,1047,2026-01-11T12:05:58,DEPOSIT,3481.31,Starbucks,ONLINE,Bill payment
TXN0000339,1070,2025-09-02T14:20:41,PAYMENT,576.66,Home Depot,ATM,Direct deposit
TXN0000340,1018,2025-05-23T07:47:13,TRANSFER,831.32,Netflix,ATM,Wire transfer
TXN0000341,1045,2025-07-16T22:22:18,PAYMENT,-1291.8,,WIRE,Interest credit
TXN0000342,1045,2025-10-14T11:34:28,INTEREST,2465.37,Target,MOBILE,Recurring charge
TXN0000343,1027,2025-05-27T08:17:25,PAYMENT,646.2,  WALMART  ,WIRE,Wire transfer
TXN0000344,1114,2025-04-30T08:05:13,DEPOSIT,4483.6,Target,ONLINE,Interest credit
TXN0000345,1068,2025-09-28T23:27:48,WITHDRAWAL,-1406.11,,WIRE,Online purchase
TXN0000346,1131,2025-10-03T20:44:22,INTEREST,4700.16,Uber,ONLINE,Card swipe
TXN0000347,1057,2025-11-03T05:11:02,DEPOSIT,1928.28,CVS,ONLINE,Recurring charge
TXN0000348,1137,2025-12-31T13:12:25,TRANSFER,-499.68,Starbucks,ONLINE,Service fee
TXN0000349,1136,2025-08-20T14:36:38,TRANSFER,-1258.63,Uber,MOBILE,Direct deposit
TXN0000350,1141,2026-01-25T06:05:34,DEPOSIT,4837.89,Home Depot,BRANCH,Monthly subscription
TXN0000351,1091,2025-07-12T13:56:13,PAYMENT,-1245.41,Home Depot,MOBILE,Online purchase
TXN0000352,1049,2025-09-27T23:34:33,DEPOSIT,3601.5,Costco,ONLINE,Card swipe
TXN0000353,1078,2026-03-11T06:19:12,PAYMENT,101.82,,BRANCH,Online purchase
TXN0000354,1009,2025-10-04T11:36:25,TRANSFER,-1331.84,Kroger,ONLINE,ATM cash out
TXN0000355,1133,2026-04-04T12:39:03,PAYMENT,1320.27,,WIRE,Direct deposit
TXN0000356,1148,2025-11-05T20:49:44,WITHDRAWAL,-1851.14,Amazon,ONLINE,Bill payment
TXN0000357,1011,2025-12-31T16:49:55,WITHDRAWAL,-1408.57,  TARGET  ,ONLINE,Wire transfer
TXN0000358,1024,2025-12-15T12:54:55,PAYMENT,333.68,,ONLINE,Monthly subscription
TXN0000359,1029,2026-03-08T10:03:01,PAYMENT,284.93,Costco,MOBILE,Interest credit
TXN0000360,1086,2026-01-20T16:09:57,INTEREST,3395.21,Apple,WIRE,Card swipe
TXN0000361,1035,2025-05-17T16:53:50,TRANSFER,1009.28,Kroger,WIRE,Direct deposit
TXN0000362,1085,2025-07-04T06:20:50,DEPOSIT,612.52,Target,ATM,Card swipe
TXN0000363,1042,2025-06-07T19:46:04,PAYMENT,-769.07,  COSTCO  ,WIRE,Interest credit
TXN0000364,1040,2025-07-08T16:14:56,DEPOSIT,4399.34,  WALMART  ,ONLINE,Recurring charge
TXN0000365,1072,2026-01-23T21:14:50,PAYMENT,580.51,Kroger,MOBILE,ATM cash out
TXN0000366,1036,2026-04-29T07:37:44,INTEREST,1362.04,Uber,MOBILE,Recurring charge
TXN0000367,1009,2025-06-03T04:25:01,FEE,-13.1,Uber,ATM,Service fee
TXN0000368,1107,2025-11-21T21:48:46,DEPOSIT,2792.97,Shell,ONLINE,Recurring charge
TXN0000369,1092,2026-01-11T01:22:28,FEE,-27.84,Uber,MOBILE,Wire transfer
TXN0000370,1013,2026-04-18T23:39:00,WITHDRAWAL,-243.1,Target,BRANCH,Bill payment
TXN0000371,1045,2025-09-18T10:31:31,WITHDRAWAL,-1346.88,Amazon,ATM,ATM cash out
TXN0000372,1111,2025-10-22T23:38:31,TRANSFER,-497.12,Kroger,ONLINE,Monthly subscription
TXN0000373,1013,2025-11-15T23:15:01,FEE,-12.91,  KROGER  ,ONLINE,Monthly subscription
TXN0000374,1060,2025-07-16T04:29:50,INTEREST,2229.66,Costco,ATM,ATM cash out
TXN0000375,1028,2026-04-02T19:55:40,TRANSFER,-816.65,Shell,MOBILE,Interest credit
TXN0000376,1056,2025-10-16T06:33:24,DEPOSIT,2360.24,Uber,MOBILE,ATM cash out
TXN0000377,1116,2025-07-14T09:39:18,WITHDRAWAL,-786.91,Target,ATM,Wire transfer
TXN0000378,1051,2025-08-16T23:25:13,TRANSFER,-1118.36,CVS,MOBILE,Monthly subscription
TXN0000379,1119,2026-04-09T05:55:49,PAYMENT,-245.33,Kroger,ATM,Recurring charge
TXN0000380,1040,2025-07-04T23:54:48,INTEREST,4764.27,,WIRE,Card swipe
TXN0000381,1058,2025-07-23T01:23:28,DEPOSIT,2064.36,Whole Foods,WIRE,Bill payment
TXN0000382,1118,2025-08-03T18:59:00,TRANSFER,-1456.49,Netflix,MOBILE,Service fee
TXN0000383,1111,2025-12-15T19:42:40,FEE,-15.01,,MOBILE,Recurring charge
TXN0000384,1001,2026-02-08T20:29:40,PAYMENT,1440.55,Amazon,WIRE,Online purchase
TXN0000385,1108,2026-03-14T22:59:23,FEE,-22.74,Kroger,ONLINE,Bill payment
TXN0000386,1126,2026-02-08T04:44:33,WITHDRAWAL,-184.52,  KROGER  ,BRANCH,ATM cash out
TXN0000387,1033,2025-05-06T04:28:47,TRANSFER,-612.63,Home Depot,BRANCH,Wire transfer
TXN0000388,1041,2025-05-09T11:33:00,INTEREST,2301.82,Costco,BRANCH,Bill payment
TXN0000389,1035,2025-12-29T10:18:05,INTEREST,2032.75,Kroger,BRANCH,Online purchase
TXN0000390,1018,2025-08-23T04:25:08,PAYMENT,1180.3,Apple,BRANCH,Wire transfer
TXN0000391,1138,2025-12-26T23:03:42,FEE,-40.75,Kroger,ATM,Online purchase
TXN0000392,1131,2025-09-18T23:33:13,INTEREST,1826.31,Amazon,BRANCH,Recurring charge
TXN0000393,1010,2025-05-26T00:32:25,TRANSFER,-400.7,Home Depot,WIRE,ATM cash out
TXN0000394,1035,2026-02-10T08:52:49,TRANSFER,-784.1,Walmart,WIRE,ATM cash out
TXN0000395,1057,2025-10-11T05:59:06,TRANSFER,-441.86,Starbucks,ATM,Online purchase
TXN0000396,1016,2026-03-18T04:03:28,TRANSFER,-464.32,Uber,ONLINE,Bill payment
TXN0000397,1136,2025-08-21T12:06:04,INTEREST,4128.64,,BRANCH,Recurring charge
TXN0000398,1094,2026-04-07T23:22:16,INTEREST,4727.37,Kroger,ONLINE,ATM cash out
TXN0000399,1117,2025-07-08T10:38:49,DEPOSIT,410.05,,ATM,Monthly subscription
TXN0000400,1027,2025-06-27T10:44:37,WITHDRAWAL,-566.37,CVS,MOBILE,Card swipe
TXN0000401,1005,2025-06-20T06:35:03,TRANSFER,-250.39,Home Depot,BRANCH,Service fee
TXN0000402,1107,2025-05-24T10:43:55,PAYMENT,713.13,Amazon,ONLINE,ATM cash out
TXN0000403,1133,2026-01-05T21:38:01,INTEREST,1686.03,Costco,ATM,Bill payment
TXN0000404,1135,2026-04-13T20:35:39,FEE,-25.04,Starbucks,ATM,Direct deposit
TXN0000405,1066,2025-05-18T09:02:40,WITHDRAWAL,-978.8,Starbucks,MOBILE,Service fee
TXN0000406,1072,2026-01-31T10:34:13,PAYMENT,1368.64,Costco,WIRE,Wire transfer
TXN0000407,1046,2026-03-04T12:52:42,WITHDRAWAL,-1681.88,CVS,MOBILE,Direct deposit
TXN0000408,1060,2025-10-18T05:22:47,DEPOSIT,215.35,Apple,ATM,Service fee
TXN0000409,1047,2025-09-10T12:53:11,WITHDRAWAL,-1133.72,Amazon,MOBILE,Service fee
TXN0000410,1114,2026-04-22T11:03:59,FEE,-48.9,Whole Foods,ONLINE,Interest credit
TXN0000411,1127,2025-09-01T08:38:50,WITHDRAWAL,-1896.62,,MOBILE,Online purchase
TXN0000412,1139,2026-04-12T23:06:54,FEE,-19.91,CVS,ATM,Recurring charge
TXN0000413,1037,2025-10-18T16:43:20,FEE,-37.78,,ATM,Monthly subscription
TXN0000414,1122,2025-05-09T15:06:42,DEPOSIT,705.72,Whole Foods,BRANCH,Recurring charge
TXN0000415,1056,2026-01-04T01:28:01,PAYMENT,-427.82,Apple,MOBILE,Recurring charge
TXN0000416,1134,2025-05-08T18:10:07,WITHDRAWAL,-1566.94,Kroger,ONLINE,Card swipe
TXN0000417,1114,2025-09-30T04:17:40,INTEREST,3361.07,Walmart,MOBILE,Bill payment
TXN0000418,1081,2025-09-17T05:22:06,FEE,-32.23,Amazon,BRANCH,Direct deposit
TXN0000419,1109,2025-09-13T10:51:58,TRANSFER,-341.66,Amazon,ATM,Bill payment
TXN0000420,1143,2025-10-19T12:26:01,DEPOSIT,1086.32,,BRANCH,Bill payment
TXN0000421,1073,2025-10-11T14:24:08,WITHDRAWAL,-1615.23,,BRANCH,Direct deposit
TXN0000422,1022,2025-11-20T00:09:38,WITHDRAWAL,-431.41,Uber,ATM,Monthly subscription
TXN0000423,1096,2025-10-07T23:33:02,DEPOSIT,43.03,Home Depot,MOBILE,Card swipe
TXN0000424,1118,2025-06-22T04:15:09,INTEREST,2843.9,,MOBILE,Direct deposit
TXN0000425,1097,2025-08-25T06:46:40,TRANSFER,161.6,Amazon,WIRE,Wire transfer
TXN0000426,1126,2025-04-30T22:48:16,FEE,-38.29,  SHELL  ,MOBILE,Wire transfer
TXN0000427,1076,2026-01-13T14:45:47,INTEREST,4172.87,Uber,ATM,Interest credit
TXN0000428,1045,2025-06-15T08:27:57,PAYMENT,1220.38,Home Depot,ATM,Bill payment
TXN0000429,1017,2025-10-16T08:27:11,FEE,-38.55,Costco,ATM,Bill payment
TXN0000430,1030,2025-08-08T19:03:42,TRANSFER,37.58,  COSTCO  ,MOBILE,Recurring charge
TXN0000431,1014,2026-01-24T05:51:58,WITHDRAWAL,-652.97,,MOBILE,Service fee
TXN0000432,1041,2025-09-15T06:00:51,DEPOSIT,1370.63,Netflix,ONLINE,Wire transfer
TXN0000433,1074,2026-02-21T15:45:40,FEE,-33.75,Walmart,MOBILE,Monthly subscription
TXN0000434,1042,2026-01-21T00:21:23,FEE,-19.52,Apple,ATM,Wire transfer
TXN0000435,1092,2025-05-05T00:12:53,DEPOSIT,2676.76,Apple,MOBILE,Card swipe
TXN0000436,1072,2026-04-18T17:09:33,TRANSFER,836.42,Netflix,MOBILE,Monthly subscription
TXN0000437,1055,2025-07-12T04:10:18,WITHDRAWAL,-1016.7,,WIRE,Recurring charge
TXN0000438,1134,2025-06-13T06:14:49,FEE,-37.06,CVS,BRANCH,Bill payment
TXN0000439,1019,2025-05-06T17:59:15,DEPOSIT,4096.04,,BRANCH,Service fee
TXN0000440,1079,2025-10-18T15:09:35,INTEREST,1819.22,,WIRE,Card swipe
TXN0000441,1087,2025-06-15T01:24:11,WITHDRAWAL,-1425.59,Amazon,MOBILE,Direct deposit
TXN0000442,1036,2025-05-30T12:39:04,INTEREST,1140.61,Target,BRANCH,Monthly subscription
TXN0000443,1019,2025-07-15T06:07:26,DEPOSIT,3875.71,Kroger,ONLINE,Online purchase
TXN0000444,1131,2025-05-16T19:24:46,FEE,-7.67,Walmart,ONLINE,Wire transfer
TXN0000445,1002,2025-12-19T17:06:27,DEPOSIT,3914.03,,MOBILE,Recurring charge
TXN0000446,1051,2026-03-24T12:00:02,WITHDRAWAL,-1347.79,Amazon,ATM,Recurring charge
TXN0000447,1089,2025-12-24T01:10:04,TRANSFER,-1018.33,Whole Foods,MOBILE,Card swipe
TXN0000448,1145,2025-11-21T09:08:03,DEPOSIT,504.54,Costco,MOBILE,ATM cash out
TXN0000449,1072,2026-02-05T16:44:45,WITHDRAWAL,-1805.29,  WHOLE FOODS  ,ONLINE,ATM cash out
TXN0000450,1129,2025-10-17T17:58:57,INTEREST,2378.83,CVS,ONLINE,Direct deposit
TXN0000451,1090,2025-06-12T19:47:45,PAYMENT,-227.72,Whole Foods,ATM,Monthly subscription
TXN0000452,1119,2026-01-28T16:34:05,DEPOSIT,2603.44,Uber,ATM,Card swipe
TXN0000453,1010,2025-10-24T11:02:35,DEPOSIT,1647.3,Walmart,WIRE,Wire transfer
TXN0000454,1113,2025-10-13T04:53:30,WITHDRAWAL,-1116.75,Starbucks,MOBILE,Monthly subscription
TXN0000455,1121,2025-11-06T22:29:41,INTEREST,1843.53,Amazon,ONLINE,Interest credit
TXN0000456,1112,2025-09-30T07:54:34,FEE,-34.63,Walmart,BRANCH,Recurring charge
TXN0000457,1026,2025-07-16T07:37:10,INTEREST,4627.2,Target,ATM,ATM cash out
TXN0000458,1103,2025-08-16T03:58:44,DEPOSIT,1172.02,Netflix,WIRE,Recurring charge
TXN0000459,1069,2025-12-20T05:54:33,INTEREST,4716.69,Apple,BRANCH,Bill payment
TXN0000460,1130,2025-08-05T08:35:55,TRANSFER,-1057.88,Uber,BRANCH,Bill payment
TXN0000461,1059,2025-05-20T12:37:12,INTEREST,4712.59,Amazon,ONLINE,Bill payment
TXN0000462,1006,2025-08-25T13:51:31,WITHDRAWAL,-777.61,Home Depot,WIRE,Recurring charge
TXN0000463,1024,2026-03-03T20:47:32,DEPOSIT,3308.79,Whole Foods,BRANCH,ATM cash out
TXN0000464,1075,2025-09-10T10:43:47,INTEREST,2494.52,Whole Foods,WIRE,Card swipe
TXN0000465,1004,2026-04-20T07:51:03,DEPOSIT,4953.65,,ONLINE,Interest credit
TXN0000466,1115,2025-05-12T18:16:31,TRANSFER,1058.62,Uber,MOBILE,Card swipe
TXN0000467,1077,2026-02-01T23:01:25,INTEREST,829.08,Netflix,BRANCH,Bill payment
TXN0000468,1028,2025-11-25T11:30:05,FEE,-35.38,Home Depot,WIRE,Bill payment
TXN0000469,1121,2025-08-10T06:58:54,FEE,-43.45,Whole Foods,BRANCH,Recurring charge
TXN0000470,1096,2025-09-01T11:06:57,FEE,-35.44,Kroger,ONLINE,Online purchase
TXN0000471,1011,2025-12-12T18:58:00,WITHDRAWAL,-1677.13,Apple,ONLINE,Service fee
TXN0000472,1097,2025-05-21T22:08:42,DEPOSIT,2146.46,Apple,MOBILE,ATM cash out
TXN0000473,1060,2025-05-25T10:30:23,INTEREST,1567.38,Walmart,ATM,Monthly subscription
TXN0000474,1086,2026-01-10T10:50:24,WITHDRAWAL,-59.03,  APPLE  ,BRANCH,Recurring charge
TXN0000475,1131,2025-05-08T15:15:31,PAYMENT,-700.14,CVS,ATM,Interest credit
TXN0000476,1146,2025-06-07T20:35:45,PAYMENT,-532.74,Walmart,MOBILE,Service fee
TXN0000477,1127,2025-12-24T18:36:40,FEE,-41.52,Home Depot,ATM,Service fee
TXN0000478,1111,2026-03-01T16:45:58,WITHDRAWAL,-1003.96,,ONLINE,Card swipe
TXN0000479,1054,2025-10-03T03:09:59,TRANSFER,-704.53,Starbucks,MOBILE,Recurring charge
TXN0000480,1023,2025-08-14T03:56:45,INTEREST,4222.49,Walmart,ONLINE,Recurring charge
TXN0000481,1135,2026-01-08T00:45:47,PAYMENT,-218.68,Apple,ATM,Card swipe
TXN0000482,1076,2025-10-03T05:43:00,PAYMENT,490.37,Apple,ATM,Recurring charge
TXN0000483,1131,2025-05-07T05:23:43,PAYMENT,514.68,Whole Foods,WIRE,Direct deposit
TXN0000484,1147,2026-02-12T05:52:48,PAYMENT,-861.14,,BRANCH,Wire transfer
TXN0000485,1136,2025-10-15T10:36:18,FEE,-43.37,,WIRE,Online purchase
TXN0000486,1133,2026-02-13T21:15:52,WITHDRAWAL,-741.26,Target,ATM,Interest credit
TXN0000487,1105,2025-05-25T00:30:29,TRANSFER,1080.56,,MOBILE,Interest credit
TXN0000488,1068,2025-07-30T16:53:22,TRANSFER,438.13,Starbucks,BRANCH,ATM cash out
TXN0000489,1029,2025-08-28T14:26:52,WITHDRAWAL,-399.99,Shell,BRANCH,Bill payment
TXN0000490,1143,2025-05-14T08:53:59,PAYMENT,-233.94,,MOBILE,Direct deposit
TXN0000491,1069,2026-01-10T19:15:21,WITHDRAWAL,-77.7,Kroger,WIRE,Direct deposit
TXN0000492,1010,2026-04-13T04:02:12,INTEREST,2434.35,Amazon,ONLINE,Service fee
TXN0000493,1076,2026-01-15T20:26:14,DEPOSIT,4503.87,Netflix,ONLINE,Interest credit
TXN0000494,1035,2025-06-15T20:28:14,WITHDRAWAL,-241.63,CVS,WIRE,Recurring charge
TXN0000495,1134,2025-06-16T11:42:09,TRANSFER,-10.65,Walmart,ATM,Service fee
TXN0000496,1149,2026-04-28T07:29:34,INTEREST,1955.85,CVS,BRANCH,ATM cash out
TXN0000497,1036,2025-08-06T18:18:10,DEPOSIT,884.02,Starbucks,WIRE,Online purchase
TXN0000498,1125,2025-10-11T13:55:41,FEE,-21.86,Walmart,BRANCH,ATM cash out
TXN0000499,1071,2025-08-27T16:21:56,WITHDRAWAL,-738.74,CVS,ONLINE,Recurring charge
TXN0000500,1008,2026-03-02T08:10:26,INTEREST,3314.49,Amazon,MOBILE,Wire transfer
TXN0000501,1141,2026-03-11T10:43:17,PAYMENT,-572.19,CVS,ONLINE,Card swipe
TXN0000502,1060,2025-09-29T14:47:51,PAYMENT,-334.59,,ATM,Wire transfer
TXN0000503,1023,2026-04-10T17:42:03,WITHDRAWAL,-608.9,,MOBILE,Bill payment
TXN0000504,1081,2025-05-31T02:32:07,INTEREST,2037.38,Amazon,BRANCH,Bill payment
TXN0000505,1105,2026-04-21T17:28:15,TRANSFER,652.16,,ONLINE,Direct deposit
TXN0000506,1066,2026-03-11T21:41:56,FEE,-7.99,Netflix,WIRE,Service fee
TXN0000507,1116,2025-07-10T08:34:38,INTEREST,146.48,Amazon,BRANCH,Direct deposit
TXN0000508,1000,2025-05-31T22:27:29,PAYMENT,-899.77,Starbucks,ONLINE,Direct deposit
TXN0000509,1063,2026-02-20T09:11:31,FEE,-37.11,Kroger,MOBILE,Recurring charge
TXN0000510,1105,2026-02-09T12:18:02,TRANSFER,-145.53,,MOBILE,Wire transfer
TXN0000511,1044,2025-07-16T03:40:48,INTEREST,2969.17,Apple,ONLINE,Interest credit
TXN0000512,1094,2026-04-08T10:39:34,WITHDRAWAL,-799.12,Netflix,WIRE,ATM cash out
TXN0000513,1005,2025-07-27T19:42:21,DEPOSIT,4616.33,Home Depot,ONLINE,Bill payment
TXN0000514,1050,2025-12-26T00:12:54,TRANSFER,603.78,  TARGET  ,BRANCH,Recurring charge
TXN0000515,1066,2025-12-06T07:05:13,WITHDRAWAL,-196.34,Apple,ONLINE,Online purchase
TXN0000516,1134,2025-10-23T04:51:49,PAYMENT,820.08,,BRANCH,Monthly subscription
TXN0000517,1057,2026-03-11T21:33:11,INTEREST,1023.7,,ATM,Wire transfer
TXN0000518,1126,2025-07-19T05:42:25,PAYMENT,-1109.4,,WIRE,ATM cash out
TXN0000519,1072,2026-03-03T18:17:43,INTEREST,3389.17,Netflix,MOBILE,Online purchase
TXN0000520,1074,2025-09-20T13:16:24,TRANSFER,-793.54,Uber,WIRE,Bill payment
TXN0000521,1021,2025-09-02T12:52:15,DEPOSIT,2349.72,,BRANCH,ATM cash out
TXN0000522,1098,2025-06-06T00:04:06,INTEREST,2122.22,Costco,WIRE,Online purchase
TXN0000523,1013,2025-12-21T11:49:10,TRANSFER,1293.19,Uber,WIRE,Online purchase
TXN0000524,1001,2025-09-30T06:50:27,TRANSFER,13.63,Netflix,ATM,Direct deposit
TXN0000525,1143,2025-11-07T09:36:00,DEPOSIT,2906.63,Starbucks,ATM,Bill payment
TXN0000526,1033,2025-08-09T03:09:35,DEPOSIT,1593.41,Whole Foods,ONLINE,Service fee
TXN0000527,1011,2025-08-17T03:06:57,WITHDRAWAL,-1008.44,,ATM,Interest credit
TXN0000528,1072,2025-11-16T18:32:04,TRANSFER,338.79,Kroger,ATM,Interest credit
TXN0000529,1042,2025-06-27T17:53:22,TRANSFER,710.61,Uber,WIRE,Bill payment
TXN0000530,1013,2025-10-29T15:01:28,WITHDRAWAL,-314.27,Shell,ATM,Direct deposit
TXN0000531,1119,2026-04-25T02:11:22,PAYMENT,-1151.93,,BRANCH,Online purchase
TXN0000532,1113,2025-11-07T10:59:10,TRANSFER,1466.46,Whole Foods,ONLINE,Direct deposit
TXN0000533,1031,2025-08-18T08:09:26,TRANSFER,-1219.27,,MOBILE,Direct deposit
TXN0000534,1130,2025-12-12T15:03:21,TRANSFER,189.74,Home Depot,ONLINE,Card swipe
TXN0000535,1146,2025-11-09T10:43:44,WITHDRAWAL,-844.51,Walmart,ONLINE,Service fee
TXN0000536,1006,2025-09-22T01:48:56,TRANSFER,543.94,Home Depot,WIRE,Monthly subscription
TXN0000537,1082,2026-01-11T03:21:07,WITHDRAWAL,-77.17,Uber,BRANCH,Bill payment
TXN0000538,1068,2026-01-09T19:58:24,FEE,-34.61,Apple,WIRE,Bill payment
TXN0000539,1083,2026-03-05T12:53:25,INTEREST,4999.11,,WIRE,Direct deposit
TXN0000540,1054,2025-05-21T13:37:26,DEPOSIT,4009.77,Starbucks,ONLINE,Card swipe
TXN0000541,1097,2026-02-23T09:05:56,DEPOSIT,2000.3,Target,BRANCH,Monthly subscription
TXN0000542,1005,2026-01-06T08:02:34,WITHDRAWAL,-342.62,Kroger,MOBILE,Monthly subscription
TXN0000543,1076,2025-08-28T10:21:13,PAYMENT,903.3,CVS,WIRE,Direct deposit
TXN0000544,1091,2025-11-06T03:37:02,INTEREST,489.6,Apple,BRANCH,Interest credit
